Type, Number, Description, Latitude, LatitudeCoord, Longtitude, LongtitudeCoord, Latitude2, LatitudeCoord2, Longtitude2, LongtitudeCoord2
Real Estate; 3610; AAAA; N; 0,5809879447930998; E; 0,7845496267346255; S; 0,9556522084090512; E;0,6465609882500191 
Real Estate; 68716; Sapphire Parkland Reserve; N; 0,8742640134625398; E; 0,10395506549570799; N; 0,2637823744997755; E;0,10270106162522652 
Real Estate; 21917; Meadowy Pathway Terrace; N; 0,8975400941300361; E; 0,0005730155664813719; S; 0,4813494254942736; E;0,7648670503324551 
Real Estate; 93990; Silver Waters Cross; N; 0,8931067551112007; E; 0,1779083262389447; N; 0,6741028607309055; W;0,8039378692162141 
Lot;22983; Brisk Acreage Pines; N; 0,913285673669606; W; 0,07159616697372528; S; 0,7161203579922; W;0,17694768728737675 
Lot;39448; Sapphire Valley Enclave; N; 0,9055831477948085; W; 0,007223175889750966; N; 0,8265559979044655; E;0,23339599953023404 
Lot;36525; Wildflower Woodland Fields; N; 0,9079863652978953; E; 0,01356434841430565; S; 0,6912812041206342; E;0,31116124241518084 
Lot;18244; Cedar Path Creek; N; 0,9297896340235275; W; 0,09185819896590652; N; 0,895687519075031; E;0,7148486546298293 
Lot;50905; Gleaming Point Oasis; N; 0,9388067548554635; W; 0,04165875379617667; N; 0,7232484320244518; E;0,5919181417867623 
Lot;84624; Forested Bridge Crescent; N; 0,928319071572698; W; 0,018704272510787323; S; 0,06996340454979721; E;0,8386749921621394 
Lot;47854; Sapphire Preserve Crossing; N; 0,9352372345788993; E; 0,021558129235958012; N; 0,18669909486088976; E;0,13174989958650807 
Lot;10476; Breezy Bay Knoll; N; 0,9416389615589296; E; 0,019745997415471783; S; 0,3140072004182288; E;0,9651871641196592 
Lot;21510; Dappled Bay Harbour; N; 0,902648280373077; E; 0,03445682554137608; N; 0,38838289233309786; W;0,288016542673446 
Lot;42368; Blooming Hollow Walk; N; 0,9005918012739217; E; 0,18362510397437903; S; 0,7473858641644039; E;0,02294066078583945 
Real Estate; 95668; Brisk Creek Meadow; N; 0,9254952378470677; E; 0,0443819814237868; N; 0,42148478880061513; E;0,35282778293144523 
Real Estate; 4888; Sunrise Hollow Estates; N; 0,9287466073411185; E; 0,16344863365203122; S; 0,8096000625779698; E;0,23556013196099435 
Real Estate; 84611; Meadow Pines Grove; N; 0,9183427010871121; E; 0,22912431899190677; N; 0,38789457429639884; W;0,7386293717012643 
Lot;44319; Rolling Prairie Manor; N; 0,9141019324479362; E; 0,24497643967508798; S; 0,8729066158609737; W;0,9617837022042628 
Lot;16314; Still Prairie Bend; N; 0,927570736406135; E; 0,20642487771760676; N; 0,4674443269223302; E;0,24829217318539998 
Lot;74156; Broad Knoll Summit; N; 0,9335045527534979; E; 0,2456819349212661; S; 0,6239839631006376; W;0,9694228292894725 
Lot;30827; Starry Knoll Lanes; N; 0,9397313765954464; E; 0,05562148955484647; S; 0,17451275033626568; W;0,5213715446063086 
Real Estate; 95051; Violet Forest Overlook; N; 0,9377447823389669; E; 0,19369503694877377; N; 0,7063161783855225; W;0,47051697668096537 
Lot;32875; Amber Lake Nook; N; 0,9414588693172994; E; 0,15941319503979823; S; 0,021150771525952128; W;0,6912735756349099 
Lot;97980; Soft Bluff Reserve; N; 0,9391897259646447; E; 0,21784496233379136; N; 0,5181730958643003; E;0,6712247846023565 
Lot;26901; Rolling Point Retreat; N; 0,9639383373580424; W; 0,08598008827738024; S; 0,5408940192225146; W;0,32968874796403036 
Lot;30004; Open Lakeview Reserve; N; 0,9517271878643602; W; 0,055179759625172076; S; 0,8530764822212158; E;0,2844631472335174 
Lot;42910; Calming Beachside Ridge; N; 0,9528384613415309; W; 0,020412671819833972; S; 0,5605894099004702; W;0,6996819373329365 
Lot;15525; Ivy Knoll Ponds; N; 0,9966743002917647; W; 0,07603398229206604; N; 0,6909709514103379; E;0,6939309591938615 
Real Estate; 59066; Sheltered Preserve Fields; N; 0,9573856074321987; E; 0,009037598225558274; N; 0,08305812541836743; W;0,23455288099630134 
Real Estate; 96568; Open Springs Glade; N; 0,9556877888477481; E; 0,04808611073375901; S; 0,04113735132405072; W;0,7502629684221839 
Real Estate; 67331; Valley Oaks Arcadia; N; 0,9443565138344964; E; 0,1990408882951753; S; 0,3056916960077767; E;0,8194353653013818 
Real Estate; 81598; Spring Stream Grove; N; 0,9447220881018957; E; 0,24157049568208677; N; 0,003673744877613294; W;0,8915290491073616 
Real Estate; 61735; Mellow Rapids Corner; N; 0,9539238985364045; E; 0,13528231362908383; N; 0,9903813046920424; W;0,7972543800553252 
Lot;7048; Broad Wood Terrace; N; 0,9528518403896431; E; 0,25287848719658623; S; 0,8598125639108767; W;0,2149421049050837 
Real Estate; 86054; Sunset Basin Harbor; N; 0,9669577565678581; W; 0,008681056522914843; S; 0,06617284373130117; W;0,7694344668140287 
Lot;39126; Meadow Summit Harbour; N; 0,9783645832845559; E; 0,059545865108624474; S; 0,31218434876756906; E;0,22018773587635998 
Lot;94250; Lush Haven Path; N; 0,9977319320136177; W; 0,014744965266932697; N; 0,03702285278944917; E;0,16381854034290522 
Real Estate; 76500; Soft Bluff Manor; N; 0,965352137277051; E; 0,09902432547547069; S; 0,31990307809802454; E;0,6472823054738764 
Real Estate; 83118; Willow Basin Meadows; N; 0,9710654654291291; E; 0,2274068787164535; S; 0,25140685114676486; W;0,383816439872513 
Real Estate; 32290; Covered Valley Courts; N; 0,9820613259646708; E; 0,12422257415982596; N; 0,34384625476851305; W;0,8951723274347606 
Real Estate; 23994; Sunflower Oasis Landing; N; 0,995193538104962; E; 0,24910358870130767; S; 0,3757250384204478; E;0,38762198021058913 
Lot;50227; Brisk Lakeview Forest; N; 0,858867921600174; E; 0,32794409055793217; N; 0,9910700568027778; E;0,8600059842361129 
Lot;76294; Velvet Woodland Nook; N; 0,9263275931781354; E; 0,3440805896830048; N; 0,22431272118614798; E;0,642566202068016 
Real Estate; 59852; Cedar River Acres; N; 0,8474730241953999; E; 0,36863547427718746; S; 0,8568150992937693; W;0,8153248662637571 
Lot;61617; Sunflower Cliffside Crossroads; N; 0,8325469818555207; E; 0,3908454014651819; S; 0,8442517672934853; E;0,1380620599541721 
Real Estate; 235; Gleaming Lakeview Lane; N; 0,9264726986283828; E; 0,36447687116715277; S; 0,71013742577108; W;0,36845880526142094 
Real Estate; 39226; Lush Cliff Parkway; N; 0,8565273294397616; E; 0,39064560875261745; N; 0,4454653940917245; W;0,4558258907976006 
Lot;69488; Pristine River Ridge; N; 0,9758487257304101; E; 0,3289667641145245; S; 0,3073195474082955; W;0,8293274776552008 
Lot;64360; Rolling Vista Flats; N; 0,9484507548387414; E; 0,3409048671401671; N; 0,3215361640583073; W;0,17597570275508723 
Lot;45917; Winter Summit View; N; 0,9294749472045666; E; 0,3782720863365282; N; 0,8478462825355416; E;0,4845961213675428 
Lot;1698; Dappled Bayou Bluffs; N; 0,9812799553735825; E; 0,3511657107924181; N; 0,7627367251104791; W;0,4072127870731621 
Lot;61043; Sheltered Mountain Peaks; N; 0,9175930655832847; E; 0,39469576682836005; S; 0,9543586944248682; W;0,3983711664031516 
Lot;6105; Valley Cliff Flats; N; 0,9531168904042691; E; 0,40101277865775153; S; 0,8776635773200406; E;0,02760982488437247 
Real Estate; 61063; Quiet Plains Terrace; N; 0,9174943805914301; E; 0,44070498609793707; S; 0,7770013284355204; W;0,5694070138202441 
Real Estate; 65362; Summer Lagoon Plains; N; 0,9199497970144527; E; 0,48181072358024846; S; 0,6182422765390904; E;0,8080024456582576 
Lot;79015; Dreamy Shore Reserve; N; 0,9779834948529127; E; 0,4310392611732645; N; 0,5778395773633873; W;0,5135291445173431 
Lot;76298; Highland Terraces Garden; N; 0,9800611995007364; E; 0,44893816400682207; S; 0,38246001117109785; W;0,7315852079841776 
Lot;62481; Rustic Cliffside Ridge; N; 0,9945062891387162; E; 0,47932317845951233; N; 0,8046320537544176; E;0,4091465157895495 
Lot;37371; Jade Hallow Fields; N; 0,9947866441872295; E; 0,5004391256810198; N; 0,5947698224914681; W;0,5083289441511841 
Lot;47885; Cozy Bay Bay; N; 0,8202010980755626; E; 0,5869725612029445; N; 0,9023110807045184; E;0,8144168707807916 
Lot;55360; Willow Palms Plaza; N; 0,8399442524777071; E; 0,593144697882267; N; 0,18372581209603167; E;0,4300317112541434 
Lot;88528; Whispering Marsh Meadow; N; 0,8753943563359475; E; 0,56394341630151; N; 0,6220172383050246; E;0,1331011867844507 
Lot;41981; Ivy Beach Parkway; N; 0,8842377841874091; E; 0,6126301511242732; N; 0,7917941623322572; W;0,5165883913961344 
Lot;80869; Meadow Vista Hills; N; 0,8482315297555099; E; 0,65725536935011; N; 0,8698432962690898; E;0,2738653092809815 
Lot;18205; Cedar Overlook Meadows; N; 0,8906941001796581; E; 0,6598914281943715; N; 0,19668832844746909; W;0,8474786556585777 
Lot;42533; Brisk Terraces Nook; N; 0,8657113888129344; E; 0,6866508058414688; S; 0,21149487510145448; E;0,9134198577759591 
Lot;27025; Radiant Palms Crescent; N; 0,8693324689416492; E; 0,6959943193650532; S; 0,9700007097116268; E;0,030712594547980587 
Lot;25346; Quiet Beach Isle; N; 0,8724079600060106; E; 0,6970891514613371; S; 0,9995171745303721; E;0,4395289459368925 
Lot;66551; Hidden Cliff Shores; N; 0,8835834408023127; E; 0,7332697656636132; S; 0,8223915208457504; E;0,11222777423277841 
Lot;862; Sparkling Lookout Run; N; 0,9212408760122891; E; 0,6151563421284881; N; 0,8458654347502523; E;0,7063520852517469 
Lot;4128; Golden Passage Corner; N; 0,934363250143502; E; 0,580295542978469; S; 0,5598198354995704; W;0,5973302518971205 
Lot;20897; Broadleaf Valleyview Hills; N; 0,9257670077976446; E; 0,6318384862879206; N; 0,8078080914061593; W;0,7270650828937892 
Lot;3225; Meadowy Bridge Knoll; N; 0,9092087238918082; E; 0,7088980855995952; N; 0,9608363386674479; W;0,5997396068436541 
Lot;9486; Meadow Riverbank Manor; N; 0,8974094989547925; E; 0,7175039393945849; S; 0,20244565028716321; W;0,7730063106674312 
Lot;18524; Rustic Shore Lanes; N; 0,9233197795436114; E; 0,6951747584832331; S; 0,27873833887297794; W;0,3002830930712722 
Lot;5067; Fern Haven Crossing; N; 0,9235357125725175; E; 0,7430506504192191; S; 0,6427361510083374; W;0,9308354451105594 
Lot;68470; Sunrise Forest Arch; N; 0,9475213327652825; E; 0,587464710419413; N; 0,6214979516048487; E;0,37874932540542694 
Lot;88959; Brisk Vale Bayou; N; 0,9516220299428384; E; 0,6773769565033335; N; 0,5375579175294435; E;0,39019580903309325 
Real Estate; 14348; Still Prairie Cross; N; 0,8963405718134265; E; 0,7513570970697636; N; 0,8428180345497621; E;0,6336061728178164 
Real Estate; 24808; Violet Garden Acres; N; 0,8705866534914085; E; 0,7603487306599345; S; 0,0742176989609119; W;0,9308726460055545 
Real Estate; 20467; Violet Parkland Run; N; 0,8866353477820028; E; 0,8017978168440641; N; 0,4125366911637106; W;0,7272027446406617 
Real Estate; 92541; Covered Rock View; N; 0,9267217171387117; E; 0,7945704100510333; N; 0,9135059393797446; W;0,901856881731275 
Lot;32082; Breezy Meadow Grove; N; 0,8717970773517119; E; 0,8162011447928963; N; 0,7222531450060813; E;0,4596577434422384 
Real Estate; 56442; Serene Hallow Woods; N; 0,8621626134360626; E; 0,8458949156579086; S; 0,45504836441503826; E;0,16725497244461796 
Lot;84537; Violet Mountain Overlook; N; 0,8453668836598003; E; 0,8675860734361797; N; 0,5559905708901509; E;0,648120434705574 
Lot;90493; Cool Estate Oasis; N; 0,9120792518946786; E; 0,8485654939167071; N; 0,29767851056258565; E;0,5373522804638183 
Real Estate; 83559; Still Palms Arch; N; 0,8556465228874985; E; 0,8766664227519322; N; 0,7391071188431144; E;0,8699357288943964 
Lot;18210; Sapphire Stream Crescent; N; 0,9051131482473475; E; 0,8874729760008533; N; 0,8967061377413174; E;0,12640182489853402 
Real Estate; 4948; Sparkling Lookout Harbor; N; 0,85787085507222; E; 0,9010978347693894; S; 0,9702369613342721; E;0,8081898091535855 
Real Estate; 81340; Soft Slopes Estates; N; 0,8315447664907809; E; 0,9898445282288661; S; 0,8294185256598177; E;0,7829183828796941 
Real Estate; 27673; Hidden Palms Crossroads; N; 0,9128472214223575; E; 0,9298568918431674; S; 0,5512976451982126; E;0,19032565839178572 
Lot;22783; Soft Wood Garden; N; 0,920805552715243; E; 0,830690981223491; N; 0,1609172398617923; E;0,46427367090495 
Lot;267; Meadow Forest Manor; N; 0,9192660687610567; E; 0,9402285333575328; N; 0,9562674908624539; E;0,20475841045189402 
Lot;1600; Majestic Ridge Lake; N; 0,9424271674003056; E; 0,8153609040718169; N; 0,6486586803435291; W;0,33063566127625676 
Lot;20240; Sapphire Prairie Point; N; 0,9460039208254557; E; 0,8822886984882228; N; 0,7389021178344047; W;0,5283149749749128 
Lot;93452; Violet River Plains; N; 0,9601877207324142; E; 0,7455277483798879; S; 0,15229064123706715; E;0,5027399851862497 
Lot;52095; Shady Grove Garden; N; 0,9955887873625681; E; 0,7225076582715226; S; 0,15866599396569359; W;0,08346416310725557 
Lot;78498; Sunrise Timber Terrace; N; 0,9631512507728092; E; 0,7794205348268225; S; 0,3913460011358453; W;0,4458940173021656 
Lot;99317; Brisk Lagoon Lanes; N; 0,9680888090115721; E; 0,8456005046984846; N; 0,7478135549835713; W;0,5396171174418855 
Lot;67788; Blissful Hollow Hollow; N; 0,9778632807657242; E; 0,8215794558469635; N; 0,24764341693462766; W;0,6570427683509349 
Lot;94328; Moonlit Bayou Preserve; N; 0,9845934392362738; E; 0,908904573698446; N; 0,2872523254942433; W;0,06646277415699664 
Lot;21850; Cozy Passage Plains; N; 0,9743458183314793; E; 0,9706320801487047; N; 0,9103384945055482; W;0,3824685330086881 
Lot;30070; Emerald Bluff Peak; S; 0,9979543155876448; W; 0,8796886140736214; S; 0,5848880433768966; E;0,09190607539977291 
Real Estate; 22268; Cool Lake Walk; S; 0,9953814675188307; W; 0,6934180038081683; N; 0,5025009957944166; W;0,24010320426730847 
Real Estate; 17449; Winter Pines Manor; S; 0,9970996749144712; W; 0,533538307422083; N; 0,7871451322501267; E;0,9726835597357253 
Lot;97374; Dappled Wood Cross; S; 0,9945731235511275; W; 0,5193505167701006; S; 0,9576289867327992; E;0,6288545326207645 
Lot;71115; Quiet Oaks Point; S; 0,9974964613612443; W; 0,2999944826498768; S; 0,9227633731385065; W;0,8318440437397615 
Real Estate; 74154; Quiet Wood Point; S; 0,992808840349258; W; 0,701542489163996; S; 0,18849970216025902; W;0,1839216678399359 
Real Estate; 29339; Radiant Meadow Plaza; S; 0,9868284704879636; W; 0,8752387831156524; N; 0,9513266415311022; E;0,3431798585544552 
Real Estate; 54269; Dappled Pond Meadowlands; S; 0,9919090422705993; W; 0,38707584847916954; S; 0,7930907371507341; W;0,04351468848749751 
Lot;99190; Sapphire Pond Estates; S; 0,9851986833135538; W; 0,49048052257927655; S; 0,4676689060905532; W;0,4319721183592091 
Real Estate; 13320; Timbered Dunes Domain; S; 0,9846056329834496; W; 0,7566062796879661; N; 0,7552880635575949; E;0,29422233273385257 
Real Estate; 20379; Sapphire Summit Corner; S; 0,9790578291161041; W; 0,8311610424601632; S; 0,4157347014889621; E;0,08867601257957036 
Real Estate; 69103; Spring Oasis Ponds; S; 0,9836697697912102; W; 0,27086046006187703; S; 0,279014877025766; W;0,9365785921854546 
Lot;27779; Pristine Woods Dales; S; 0,9778708761764368; W; 0,9308098964827708; S; 0,6862810554284585; W;0,6192285378863394 
Lot;92946; Sunset River Domain; S; 0,975764282049636; W; 0,7742765256366423; N; 0,8289203212061641; E;0,013449813545604927 
Lot;70981; Desert Lakeview Glens; S; 0,9731385435810765; W; 0,8461893465949185; S; 0,576857800469814; W;0,9791105311359113 
Lot;38518; Lush Meadow Cove; S; 0,9714688378019231; W; 0,8496151985003719; N; 0,6753543071819592; E;0,46333285936363244 
Real Estate; 69965; Silver Forest Plaza; S; 0,9754244402668583; W; 0,5321990048779484; N; 0,39575472833762726; E;0,497310684130826 
Lot;35720; Woodland Beachside Garden; S; 0,9724837902435889; W; 0,4734316587515923; N; 0,9029841687828681; W;0,27886936100929327 
Lot;76983; Emerald Parkland Plateau; S; 0,9675842747975542; W; 0,922011281010435; S; 0,32430856748842696; W;0,05547975238229319 
Real Estate; 81053; Autumn Lake Meadows; S; 0,9611562308565719; W; 0,8774962740662006; S; 0,6297703545657894; E;0,28057494463484056 
Real Estate; 26382; Enchanted Ridge Oasis; S; 0,9654177688663085; W; 0,6512594165809628; S; 0,505893008243114; E;0,2670243350484074 
Real Estate; 30783; Open Field Estates; S; 0,9630104056582179; W; 0,6864075349956366; S; 0,3806448218880186; W;0,2516900010311429 
Lot;28778; Desert Grove Lane; S; 0,9747556323183592; W; 0,204285588795994; S; 0,2139149954899494; W;0,3217145051438892 
Real Estate; 90639; Dappled Meadow Island; S; 0,9717906354111412; W; 0,26107540058218204; N; 0,9408442006869268; E;0,7321669257692083 
Lot;38571; Hidden Slopes Point; S; 0,9830198609707244; W; 0,13372721078441296; S; 0,5935157022095902; E;0,2446578172071352 
Lot;50172; Cozy Hollow Grove; S; 0,974746095115336; W; 0,17838515968023216; S; 0,4825285315440515; E;0,7045123143612196 
Real Estate; 95556; Moonlit Passage Shire; S; 0,964757197780996; W; 0,10157454668934696; N; 0,02403014292002459; W;0,03030278412501708 
Real Estate; 16073; Quiet Park Cape; S; 0,954383641672002; W; 0,7894317089368131; N; 0,5331526424977615; E;0,24805314427351144 
Real Estate; 86142; Willow Landing Place; S; 0,944456270397082; W; 0,8526346551856551; S; 0,6924955684946937; W;0,6294131757253951 
Real Estate; 87574; Quiet Beach Crossing; S; 0,925086998629806; W; 0,8633396893126911; S; 0,7212669970814047; E;0,9906360572882347 
Lot;50978; Sunset Pines Terrace; S; 0,9147175176217411; W; 0,8847079962213189; N; 0,8879977163282887; E;0,5497246717669126 
Real Estate; 71859; Blushing Field Meadows; S; 0,9262936846641817; W; 0,8077007040418385; N; 0,9396926801696396; E;0,9562848989427705 
Lot;45671; Peaceful Slopes Retreat; S; 0,9206153420168867; W; 0,7879295368025928; N; 0,7684872678304705; W;0,8687754303978905 
Real Estate; 49885; Golden Bayou Glade; S; 0,949211517582611; W; 0,6375386612370219; S; 0,33405902449533487; E;0,22517865063361964 
Real Estate; 615; Whispering Isle Run; S; 0,929131716135455; W; 0,6758851244953633; N; 0,38766158629011604; W;0,9532617805358545 
Real Estate; 94805; Hidden Timber Gateway; S; 0,9457024432574918; W; 0,27687871880016424; S; 0,9412857240442588; W;0,14132548040605253 
Lot;43985; Starry Valleyview Island; S; 0,9212592751539077; W; 0,7454381848444686; S; 0,5087801519042954; E;0,860437460562584 
Real Estate; 72819; Meadow Forest Path; S; 0,9221143228338667; W; 0,5844898256708412; S; 0,6905379681928425; W;0,5867771988381731 
Real Estate; 83576; Oakwood Haven Reserve; S; 0,9167195678554766; W; 0,5466108354377409; S; 0,831752104342283; W;0,5679350417479144 
Lot;15488; Quiet Valleyview Knoll; S; 0,9100235735946363; W; 0,5513569745471497; N; 0,7495322206965707; E;0,6589881368237835 
Lot;47183; Valley Lagoon Vale; S; 0,9109894647039622; W; 0,4604626075283491; S; 0,106809176967395; E;0,21970356161839055 
Lot;83665; Shady Passage Pines; S; 0,9093264849441657; W; 0,1963296339726971; N; 0,23043230601383646; W;0,18889660270557074 
Lot;56141; Gentle Woodland Preserve; S; 0,9428641110963936; W; 0,14793756733815067; S; 0,010677573444502708; E;0,034442048049089014 
Lot;79772; Amber Bridge Garden; S; 0,9228712222308909; W; 0,17012347579597287; S; 0,5710984026268101; E;0,5563437138316941 
Lot;11244; Valley Pier View; S; 0,9276414174624683; W; 0,1422003347493055; N; 0,5724232497368165; W;0,472666187561978 
Real Estate; 21425; Emerald Lake Preserve; S; 0,8969740184922373; W; 0,9378876829785731; S; 0,015333872062637033; W;0,9975316580919761 
Real Estate; 54405; Maple Summit Shire; S; 0,8514763598403016; W; 0,92261366587693; N; 0,23789712174797362; E;0,9409496218882396 
Lot;36281; Ivy Grove Hills; S; 0,8414973773443495; W; 0,9288179090230945; N; 0,47255294921498225; W;0,2744427772280058 
Lot;45544; Radiant Point Beach; S; 0,837729765682826; W; 0,9114395489960859; N; 0,6446793066628269; W;0,9052379767653946 
Real Estate; 32206; Wildflower Waters Garden; S; 0,8876767896960126; W; 0,8358323348780189; S; 0,9978732761820847; E;0,4039115009623354 
Real Estate; 5463; Crystal Cove Reserve; S; 0,8835936848804633; W; 0,8308211415362976; N; 0,36726632956580063; W;0,011292489550711271 
Real Estate; 776; Mellow Summit Lanes; S; 0,9013282093182662; W; 0,6959972356451851; N; 0,6986728507499192; E;0,9017648637483545 
Real Estate; 53906; Meadow Parkland Bridge; S; 0,8934492298501957; W; 0,7409221225039648; N; 0,6709574974386627; W;0,7677422455271035 
Real Estate; 22663; Dreamy Acreage Vale; S; 0,8473348343420347; W; 0,8613321261845301; S; 0,2838149213448158; W;0,7084752483213362 
Real Estate; 61304; Covered Shire Gateway; S; 0,8451710523810579; W; 0,857174678552956; S; 0,36054958421065864; E;0,10360712620834145 
Real Estate; 61319; Velvet Passage Bend; S; 0,8610962782030263; W; 0,7634768686647266; S; 0,1271601174349457; W;0,10775873937513292 
Real Estate; 64735; Mellow Acreage Hills; S; 0,9060013471228562; W; 0,5367576135548708; N; 0,5275726874306893; W;0,3183255036049588 
Real Estate; 72046; Fern Bay Meadow; S; 0,8902772951733845; W; 0,5608737447479123; S; 0,12174989623851329; E;0,4301581720751124 
Real Estate; 75139; Misty River Overlook; S; 0,8908445379919827; W; 0,37203346459692044; N; 0,8644503780777897; W;0,483593996983105 
Lot;64683; Golden Oaks Trails; S; 0,8744807131260097; W; 0,5432926934792643; S; 0,03200894226792983; W;0,7477527738440302 
Lot;70964; Dappled Forest Path; S; 0,9081953854032839; W; 0,25911756703239586; N; 0,8279463710238214; W;0,33952227252571343 
Real Estate; 2884; Woodland Field Reserve; S; 0,905421038964949; W; 0,11076672888029593; S; 0,8625277424650163; E;0,9412856182423343 
Real Estate; 80481; Wild Knoll Harbor; S; 0,8882089433385332; W; 0,3260978970167199; S; 0,19922857718129117; W;0,401863452410145 
Lot;75950; Serene Plains Meadow; S; 0,8872403841353973; W; 0,3179003763378344; S; 0,7892712746934916; E;0,4506320213946907 
Real Estate; 99843; Pristine Sanctuary Terrace; S; 0,8970642852019233; W; 0,2433893929255102; S; 0,8166445776260128; E;0,8438968997297085 
Real Estate; 16428; Brisk Landing Preserve; S; 0,8738875212686024; W; 0,27074227151898134; S; 0,15494364453233478; E;0,02008359986378505 
Lot;83570; Cedar Oasis Reserve; S; 0,8711686512705659; W; 0,6565890189548478; N; 0,7779021241025083; W;0,950572958340716 
Real Estate; 60937; Open Valley Reserve; S; 0,8423265312573822; W; 0,6714391570252455; S; 0,9943008927884412; E;0,5022486028423003 
Real Estate; 96293; Whispering Beach Bend; S; 0,8621674620840771; W; 0,5955913509131837; S; 0,4291871319620483; E;0,4385214092111803 
Real Estate; 69343; Hidden Lake Garden; S; 0,8451211447334378; W; 0,5756976634983697; N; 0,32975609433212905; E;0,2884998735201192 
Lot;34053; Violet Park Meadows; S; 0,8720139900171414; W; 0,22795739676803362; S; 0,8088183360587595; W;0,1630418043702665 
Lot;12023; Meadowy Orchards Knoll; S; 0,8656075973955856; W; 0,4526350914184607; S; 0,9135777266382905; W;0,08886818126033547 
Real Estate; 3345; Verdant Grove Lanes; S; 0,8447172538589087; W; 0,4433878738801288; N; 0,9305744234750699; W;0,13475730363732585 
Real Estate; 94926; Still Glen Oasis; S; 0,8691677701372107; W; 0,2745961865131017; N; 0,9074271559281242; W;0,22337639681917165 
Real Estate; 27382; Tranquil Woodland Plaza; S; 0,8489285196053653; W; 0,273745624737056; N; 0,5342860779806715; E;0,06786077889886855 
Lot;53499; Calming Glen Reserve; S; 0,9477767112274839; W; 0,056182420529087285; S; 0,4791247055317861; W;0,3095283193809608 
Real Estate; 64964; Serene Cliff Parkway; S; 0,9361256569805211; W; 0,0692723587669295; N; 0,040169589570810516; E;0,32101727553013504 
Real Estate; 96459; Enchanted Pathway Manor; S; 0,9090619738585768; W; 0,0663638594890329; N; 0,24508366420174033; E;0,618715814100684 
Real Estate; 7646; Majestic Harbour Plaza; S; 0,9033097144757056; W; 0,07212228262041787; N; 0,7112007569962803; W;0,47360069406159655 
Lot;98896; Hidden Crest Corner; S; 0,8684320080687985; W; 0,0820764824006941; N; 0,2908152172474493; E;0,46896373402594205 
Real Estate; 40393; Azure Bluff Marsh; S; 0,8575882007475112; W; 0,07161486065388245; N; 0,21147647298066385; E;0,7717139099015242 
Lot;29019; Ivy Lake Arch; S; 0,9556371163862962; E; 0,010352760166553843; N; 0,15163502149278163; E;0,46067588237515844 
Real Estate; 41330; Bright Wood Terrace; S; 0,9523238711135206; E; 0,010878608639325327; N; 0,783666814792478; W;0,88421276435862 
Real Estate; 5933; Velvet Estate Meadows; S; 0,9019515520784777; W; 0,004320747324735641; N; 0,2376165101632468; E;0,671813443026373 
Real Estate; 61454; Dappled Falls Crossing; S; 0,9253892731916983; E; 5,3338182087747654E-05; S; 0,3705769730169627; E;0,8518000356340181 
Real Estate; 56915; Misty Waters Crossing; S; 0,9085315911162903; E; 0,013591266324378903; S; 0,6540172624451922; E;0,2863311931417143 
Lot;45286; Velvet Shire Terrace; S; 0,735714658274398; W; 0,9891654851247428; N; 0,6009982780331811; E;0,18685862599597303 
Lot;58434; Misty Valleyview Enclave; S; 0,7653615222950402; W; 0,9611764808020402; N; 0,0008564828158331705; E;0,9145718852103594 
Lot;59817; Dappled Preserve Crossing; S; 0,7379932456943318; W; 0,9432748137312069; S; 0,9045478151112433; W;0,944491257213918 
Lot;20939; Quiet Pathway Reserve; S; 0,6926023265134574; W; 0,9412619493997347; N; 0,7711102881025311; W;0,512325522759383 
Lot;24829; Gleaming Basin Walk; S; 0,7730198691172688; W; 0,907606042296999; S; 0,9655656795506287; E;0,19149550811806226 
Real Estate; 63234; Flowing Garden Creek; S; 0,7940592893614699; W; 0,7607214760496351; N; 0,5795229374779776; W;0,9676951922168938 
Real Estate; 29171; Blushing Glen Cove; S; 0,7677519086579928; W; 0,8448082087119355; N; 0,03748194809522709; E;0,9389913792186342 
Real Estate; 21335; Calm Rapids Nook; S; 0,8033117493864279; W; 0,7057590058190228; S; 0,19831704370523706; W;0,6693027938261661 
Real Estate; 93993; Open Dales Terrace; S; 0,7660622455446476; W; 0,7175593712985564; S; 0,9592824726918612; W;0,9299023729309396 
Real Estate; 61914; Cedar Bayou Garden; S; 0,7268907436695478; W; 0,9018950917551739; S; 0,7340077524942739; E;0,47669384775060164 
Real Estate; 47578; Bright Bluff Cape; S; 0,7144104730314822; W; 0,7993232944514657; S; 0,23032209157845596; E;0,6998416279606888 
Real Estate; 30933; Rolling Hollow Run; S; 0,7504664190341983; W; 0,7137602431613179; S; 0,17563514714281514; E;0,5322413362617667 
Real Estate; 91914; Broad Arbor Gateway; S; 0,709240802059067; W; 0,7079627808488999; N; 0,548745699267944; W;0,7670711042379394 
Lot;14472; Woodland Springs Garden; S; 0,7432906765818872; W; 0,6764604255717299; N; 0,44650119672246946; E;0,8321589397395222 
Lot;50182; Hidden Lookout Cape; S; 0,72286290707001; W; 0,6496257354107621; S; 0,08413764772659238; E;0,5261479063203995 
Lot;92119; Quiet Springs Glen; S; 0,6948243498471778; W; 0,8921167373156442; N; 0,14336786555801284; W;0,53307911995378 
Lot;67929; Elm Valley Field; S; 0,7006284202039357; W; 0,8187278314485941; N; 0,8883752592932874; W;0,7214211033033567 
Lot;23232; Serene Preserve Plaza; S; 0,7035385586768698; W; 0,661205733853477; S; 0,05658736178318513; E;0,8533856344780117 
